age,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contactosTotales,campañasExitosasPrevias,job_target_mean,marital_divorced,marital_married,marital_single,marital_unknown,education_freq_encode,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,contact_cellular,contact_telephone,previous_bin,probabilidad_clase_1,real,prediccion
41,5,2,420,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,0.10278093999024232,0,1,0,0,0.14631317762554616,0,0,1,1,0,0,0,1,0,0.02190036,0,0
45,4,4,317,5,999,0,-1.8,93.075,-47.1,1.435,5099.1,5,0,0.12889457959880496,0,1,0,0,0.29588974594098927,0,0,1,0,0,1,1,0,0,0.07427555,1,0
43,5,3,297,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,0.08108874397504962,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.00094130746,0,0
49,5,3,117,6,999,0,1.1,93.994,-36.4,4.857,5191.0,6,0,0.08108874397504962,1,0,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.022900721,0,0
46,7,1,662,2,999,0,1.4,93.918,-42.7,4.962,5228.1,2,0,0.1109404990403071,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.13822097,1,0
30,10,1,717,1,999,0,-0.1,93.77189076462962,-40.469857485940814,4.957255950789965,5195.8,1,0,0.1277544338414183,0,0,1,0,0.29588974594098927,0,0,1,0,0,1,0,0,0,0.9946602,1,1
30,10,2,427,1,999,0,-3.4,92.431,-26.9,0.737,5017.5,1,0,0.10278093999024232,0,1,0,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.7254774,1,1
26,5,5,49,3,999,0,-1.8,92.893,-46.2,1.25,5099.1,3,0,0.06839341131534972,0,0,1,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.0018726465,0,0
29,8,4,144,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,0,0.10278093999024232,0,0,1,0,0.22746642213711635,0,0,1,1,0,0,1,0,0,0.94950277,0,0
64,4,2,146,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,4,0,0.2514930325149303,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.9997476,1,0
27,4,4,523,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,0,0.12889457959880496,0,0,1,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.9997985,1,1
36,6,1,59,1,3,1,-2.9,92.963,-40.8,1.266,5076.2,2,1,0.10278093999024232,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,1,0.0007540535,0,1
40,6,4,100,4,999,0,1.4,94.465,-41.8,4.958,5228.1,4,0,0.06839341131534972,0,1,0,0,0.04204649657478828,1,0,0,1,0,0,0,1,0,0.96390766,0,0
37,7,5,85,3,999,0,1.4,93.918,-42.7,4.959,5228.1,3,0,0.13759479956663057,0,1,0,0,0.29588974594098927,1,0,0,0,0,1,0,1,0,0.46784204,0,0
52,4,3,296,1,2,1,-1.8,93.04149355914831,-46.93430880897514,1.3629748854430295,5099.1,2,1,0.10310752388498771,0,0,0,0,0.25172886428684527,0,0,1,1,0,0,1,0,1,0.0022789314,1,1
40,5,2,120,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,0.06839341131534972,0,1,0,0,0.05601704514806624,1,0,0,1,0,0,0,1,0,0.06570375,0,0
47,8,5,86,3,999,0,1.4,93.444,-36.1,4.966,5228.1,3,0,0.08672294704528012,0,1,0,0,0.22746642213711635,0,1,0,0,1,0,1,0,0,0.05683267,0,0
36,8,2,97,3,999,0,1.4,93.444,-36.1,4.963,5228.1,3,0,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.00015579032,0,0
33,3,2,459,1,999,0,-1.8,93.369,-34.8,0.646,5008.7,1,0,0.10278093999024232,0,0,1,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.5978243,1,1
54,7,2,218,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1,0,0.1109404990403071,0,1,0,0,0.29588974594098927,1,0,0,0,0,1,1,0,0,0.00032202454,0,0
35,5,2,215,2,999,0,1.1,93.994,-36.4,4.856,5191.0,2,0,0.10278093999024232,0,1,0,0,0.12835104374561734,1,0,0,1,0,0,0,1,0,0.9973375,0,0
59,5,4,155,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,0,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,0,0,1,0,1,0,0.09094032,0,0
45,7,3,77,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0.12889457959880496,0,0,1,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.007919776,0,0
40,5,3,133,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,0.08108874397504962,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.6472947,0,0
38,5,4,229,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,0.08672294704528012,0,1,0,0,0.05601704514806624,1,0,0,1,0,0,0,1,0,0.14893517,0,0
32,5,2,226,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,0.09706774519716886,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.00038464158,0,0
44,8,1,111,2,999,0,-2.9,92.201,-31.4,0.884,5076.2,2,0,0.08672294704528012,0,1,0,0,0.10345757592103134,0,1,0,0,1,0,1,0,0,0.0003599682,0,0
42,11,5,8,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,2,0,0.12889457959880496,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,1,0,0,0.061701585,0,0
39,5,3,86,2,999,0,1.1,93.994,-36.4,4.859,5191.0,2,0,0.06839341131534972,1,0,0,0,0.14631317762554616,0,0,1,1,0,0,0,1,0,0.006897515,0,0
57,4,1,72,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,2,0,0.10278093999024232,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.0016797234,0,0
29,6,5,334,3,999,0,1.4,94.465,-41.8,4.967,5228.1,3,0,0.08108874397504962,0,0,1,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.14969161,0,0
49,5,4,820,1,999,0,-1.8,93.876,-40.0,0.699,5008.7,1,0,0.10278093999024232,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.2041285,1,1
28,4,4,528,1,999,0,-1.8,93.075,-47.1,1.435,5099.1,1,0,0.08108874397504962,0,0,1,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.39002842,0,0
47,8,3,135,2,999,0,1.4,93.444,-36.1,4.967,5228.1,2,0,0.1109404990403071,0,1,0,0,0.29588974594098927,0,0,1,0,0,1,1,0,0,0.0023525984,0,0
59,6,3,59,8,999,0,1.4,94.465,-41.8,4.959,5228.1,8,0,0.2514930325149303,0,1,0,0,0.12835104374561734,0,0,1,1,0,0,0,1,0,0.45123926,0,0
49,5,4,435,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,0,0.10278093999024232,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.9985468,0,0
35,5,4,225,1,12,1,-1.8,92.893,-46.2,1.266,5099.1,2,1,0.06839341131534972,0,1,0,0,0.05601704514806624,0,0,1,1,0,0,1,0,1,0.0971537,0,0
37,6,4,179,3,999,0,1.4,94.465,-41.8,4.955,5228.1,3,0,0.12889457959880496,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,0,1,0,0.2246375,0,0
32,6,3,604,1,999,0,-1.7,94.1607274509965,-40.13039828436404,0.8016700122662732,4991.6,1,0,0.09730464745344872,0,1,0,0,0.1738406366227197,0,0,0,1,0,0,1,0,0,0.034572262,1,1
35,11,1,128,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,2,0,0.10406885758998435,0,0,1,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.48087066,0,0
31,11,2,346,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,0,0.12889457959880496,1,0,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.0005587105,0,0
31,11,3,167,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,3,0,0.06839341131534972,0,1,0,0,0.14631317762554616,0,0,1,1,0,0,1,0,0,0.99123436,0,0
57,6,3,904,4,999,0,1.4,94.465,-41.8,4.959,5228.1,4,0,0.2514930325149303,0,0,1,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.005017566,0,1
37,8,1,609,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1,0,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.0006436565,1,1
43,6,4,110,17,999,0,1.4,94.465,-41.8,4.866,5228.1,17,0,0.08108874397504962,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.06755899,0,0
25,7,2,84,5,999,0,1.4,93.918,-42.7,4.961,5228.1,5,0,0.12889457959880496,0,0,1,0,0.22746642213711635,0,0,1,1,0,0,1,0,0,0.99914193,0,0
34,5,2,171,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,0,0.12889457959880496,0,0,1,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.99489176,0,0
36,7,5,184,3,999,0,1.4,93.918,-42.7,4.957,5228.1,3,0,0.09706774519716886,0,0,1,0,0.10345757592103134,1,0,0,1,0,0,1,0,0,0.54464746,0,0
35,5,5,107,3,999,0,1.1,93.994,-36.4,4.864,5191.0,3,0,0.10278093999024232,0,1,0,0,0.05601704514806624,1,0,0,1,0,0,0,1,0,0.000678216,0,0
37,7,4,793,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0.10278093999024232,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.0011443747,0,1
53,5,3,274,2,999,0,1.1,93.994,-36.4,4.856,5191.0,2,0,0.10278093999024232,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.0007295979,0,0
33,5,4,73,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,0,0.08108874397504962,0,1,0,0,0.29588974594098927,0,1,0,0,1,0,0,1,0,0.063508436,0,0
49,5,2,192,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,0.0926517571884984,0,1,0,0,0.04204649657478828,1,0,0,1,0,0,0,1,0,0.9953461,0,0
32,11,2,138,2,999,0,-0.1,93.2,-42.0,4.153,5195.8,2,0,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.027109103,0,0
35,5,4,220,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,0.06839341131534972,0,1,0,0,0.14631317762554616,1,0,0,0,0,1,0,1,0,0.0002417216,0,0
32,11,4,18,6,999,0,-0.1,93.2,-42.0,4.076,5195.8,6,0,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.02880739,0,0
59,7,4,458,9,999,0,1.4,93.918,-42.7,4.962,5228.1,9,0,0.13759479956663057,0,1,0,0,0.10345757592103134,0,0,1,1,0,0,1,0,0,0.008756072,1,0
46,5,3,109,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,0,0.12889457959880496,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,1,0,0,0.00028324535,0,0
35,4,3,463,1,999,0,-1.8,93.075,-47.1,1.3850952186505627,5099.1,1,0,0.11267020779559361,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.2466029,1,1
35,8,2,112,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1,0,0.10278093999024232,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.5115459,0,0
39,5,4,81,4,999,0,1.1,93.994,-36.4,4.86,5191.0,4,0,0.06839341131534972,0,1,0,0,0.10345757592103134,0,0,1,0,0,1,0,1,0,0.8094142,0,0
57,7,4,92,2,999,0,1.4,93.918,-42.7,4.962,5228.1,2,0,0.10278093999024232,0,1,0,0,0.12835104374561734,1,0,0,0,0,1,1,0,0,0.56219006,0,0
27,3,3,237,1,999,0,-1.8,93.369,-34.8,0.6413585028567615,5008.7,1,0,0.12889457959880496,0,0,1,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.015100388,1,1
30,7,2,164,1,999,0,-1.7,94.02878240290485,-38.39548586990266,0.8928599818446898,4991.6,1,0,0.12775167226518458,0,0,0,0,0.29588974594098927,0,0,0,1,0,0,1,0,0,0.010834039,1,1
32,9,2,182,1,6,3,-1.1,94.31818160724703,-41.05765991782164,0.9243601639522259,4963.6,4,1,0.09634981863251055,0,0,0,0,0.17037281472554547,0,0,0,1,0,0,1,0,1,0.79171,1,1
44,6,4,1634,2,999,0,1.4,94.18232794550387,-42.26509113171211,4.9605838396206225,5228.1,2,0,0.08321138731111208,0,1,0,0,0.10345757592103134,0,0,0,0,0,0,0,0,0,0.0006228443,1,1
32,6,1,127,2,999,0,1.4,94.465,-41.8,4.961,5228.1,2,0,0.10278093999024232,0,1,0,0,0.12835104374561734,0,0,1,1,0,0,0,1,0,0.86286294,0,0
39,7,3,183,2,999,0,1.4,93.918,-42.7,4.962,5228.1,2,0,0.08108874397504962,0,1,0,0,0.05601704514806624,0,0,1,1,0,0,0,1,0,0.051659256,0,0
37,7,3,245,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0.08672294704528012,1,0,0,0,0.22746642213711635,1,0,0,0,0,1,1,0,0,0.00016509456,0,0
30,3,2,142,3,999,0,-1.8,92.97432702208552,-48.35841222393098,1.4931668127090825,5099.1,3,0,0.12248783872071894,0,0,0,0,0.1385187745764471,0,0,0,1,0,0,1,0,0,0.0003138719,1,1
34,8,3,324,2,999,0,1.4,93.444,-36.1,4.965,5228.1,2,0,0.12889457959880496,1,0,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.5073915,0,0
49,5,2,363,5,999,0,1.1,93.994,-36.4,4.856,5191.0,5,0,0.12889457959880496,0,0,1,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.063864,0,0
26,5,2,165,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,0,0.1109404990403071,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.00069893175,0,0
43,5,4,807,1,999,0,-2.16384983251161,93.17009542489365,-34.25422525123258,0.6714956998193402,5013.187481267643,1,0,0.11333678747020196,0,1,0,0,0.23754273524798317,0,0,0,1,0,0,0,0,0,0.005670489,1,1
42,5,2,99,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,0.06839341131534972,0,1,0,0,0.05601704514806624,0,0,1,0,0,1,0,1,0,0.00069385534,0,0
33,7,4,143,4,999,0,1.4,93.918,-42.7,4.968,5228.1,4,0,0.12889457959880496,0,0,1,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.83910775,0,0
37,5,5,584,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,0.12889457959880496,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.659497,0,0
28,5,2,59,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,3,0,0.12889457959880496,0,0,1,0,0.22746642213711635,0,0,1,1,0,0,1,0,0,0.9982351,0,0
58,4,2,108,1,999,0,-1.8,93.075,-47.1,1.4122322860660006,5099.1,1,0,0.1132732350943294,0,1,0,0,0.1681749754160179,0,0,0,1,0,0,1,0,0,0.0005637245,1,0
36,8,4,204,1,6,2,-1.7,94.027,-38.3,0.8986553831994635,4991.6,3,1,0.10812857790668476,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,0,0,1,0.21497297,1,1
34,5,2,295,2,999,0,-1.8,92.893,-46.2,1.344,5099.1,2,0,0.12889457959880496,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.19347437,0,0
33,5,1,110,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,0,0.10278093999024232,0,1,0,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.0002498778,0,0
37,11,3,226,1,6,4,-1.1,94.767,-50.8,1.044,4963.6,5,1,0.10278093999024232,0,0,1,0,0.12835104374561734,0,0,1,1,0,0,1,0,2,0.00016397549,1,1
50,5,4,134,6,999,0,1.1,93.994,-36.4,4.86,5191.0,6,0,0.08108874397504962,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.0016909295,0,0
48,7,2,243,5,999,0,1.4,93.918,-42.7,4.962,5228.1,5,0,0.10278093999024232,1,0,0,0,0.12835104374561734,0,0,1,1,0,0,0,1,0,0.000715394,0,0
62,12,4,446,2,7,1,-3.0,92.713,-33.0,0.7165959649548124,5023.5,4,1,0.18571280495216969,0,1,0,0,0.17708813990950428,1,0,0,1,0,0,1,0,1,0.21226518,1,1
30,5,1,177,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,0,0.10278093999024232,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.00037111575,0,0
47,5,2,295,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,0,0.06839341131534972,1,0,0,0,0.14631317762554616,1,0,0,1,0,0,1,0,0,0.0014624267,0,0
39,8,4,144,10,999,0,1.4,93.444,-36.1,4.962,5228.1,10,0,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.004839968,0,0
30,8,4,494,4,999,0,1.4,93.444,-36.1,4.963,5228.1,4,0,0.10278093999024232,1,0,0,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.0002838168,0,0
38,5,5,98,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,1,0,0.06839341131534972,0,1,0,0,0.14631317762554616,0,0,1,1,0,0,1,0,0,0.00056169956,0,0
36,11,5,70,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,0,0.06839341131534972,0,0,1,0,0.14631317762554616,0,0,1,0,0,1,1,0,0,0.00017757031,0,0
53,7,5,199,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,0,0.1109404990403071,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,0,1,0,0.00080209813,0,0
38,6,4,113,5,999,0,1.4,94.465,-41.8,4.955,5228.1,5,0,0.06839341131534972,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.013032635,0,0
45,7,4,31,22,999,0,1.4,93.918,-42.7,4.968,5228.1,22,0,0.10278093999024232,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,1,0,0,0.00028466582,0,0
40,6,4,212,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0.06839341131534972,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.0002276855,0,0
54,11,5,402,1,3,3,-3.4,92.649,-30.1,0.716,5017.5,4,1,0.12889457959880496,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,1,0,2,0.0067651356,1,1
38,4,4,499,1,999,0,-1.8,93.00329473045126,-46.7454135022315,1.344512780128931,5099.1,1,0,0.11005979756911156,0,0,0,0,0.23695882204409602,0,0,0,0,0,0,1,0,0,0.0005325368,1,1
28,7,4,275,5,999,0,-2.9,92.2382412546067,-31.705711791547614,0.89720886076553,5076.2,5,0,0.13293603784617514,0,0,0,0,0.1516322059282126,0,0,0,1,0,0,0,0,0,0.13351758,1,1
58,8,1,241,5,3,1,-2.9,92.201,-31.4,0.8399865251528196,5076.2,6,0,0.24482412561301442,0,1,0,0,0.22211105926362953,0,0,1,1,0,0,0,0,1,0.0060662674,1,1
42,7,5,287,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,0.12889457959880496,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.002126028,0,0
42,7,1,388,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,0,0.12889457959880496,0,1,0,0,0.22746642213711635,0,0,1,0,0,1,0,1,0,0.5811742,0,0
51,8,4,158,3,999,0,1.4,93.444,-36.1,4.968,5228.1,3,0,0.10278093999024232,1,0,0,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.0011345424,0,0
34,8,1,138,1,999,0,1.4,93.444,-36.1,4.97,5228.1,1,0,0.10278093999024232,0,0,1,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.0029014922,0,0
22,7,4,60,6,999,0,1.4,93.918,-42.7,4.968,5228.1,6,0,0.13759479956663057,0,0,1,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.0006972698,0,0
49,5,5,379,17,999,0,1.1,93.994,-36.4,4.864,5191.0,17,0,0.08672294704528012,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,0,1,0,0.00025385342,0,0
42,5,4,412,1,6,2,-1.8,93.876,-40.0,0.6855116729100106,5008.7,3,0,0.08105667343214482,0,1,0,0,0.16341791205248674,0,0,1,1,0,0,0,0,1,0.5103245,1,1
33,5,1,740,1,3,2,-1.8,93.876,-40.0,0.685,5008.7,3,1,0.12889457959880496,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,1,0.018815542,1,1
39,9,3,182,1,6,3,-1.1,94.199,-37.5,0.879,4963.6,4,1,0.1316000525206113,0,1,0,0,0.2134922986492234,1,0,0,1,0,0,1,0,2,0.00037109028,1,1
37,7,3,122,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,0.08108874397504962,1,0,0,0,0.14631317762554616,0,0,1,1,0,0,1,0,0,0.12664168,0,0
22,7,1,110,7,999,0,1.4,93.918,-42.7,4.96,5228.1,7,0,0.06839341131534972,0,0,1,0,0.14631317762554616,0,0,1,1,0,0,0,1,0,0.90086246,0,0
39,4,4,67,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,0,0.10278093999024232,0,1,0,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.06196962,0,0
44,4,3,139,1,999,0,-1.8,93.075,-47.1,1.415,5099.1,1,0,0.1109404990403071,0,1,0,0,0.05601704514806624,0,0,1,1,0,0,1,0,0,0.45186496,0,0
48,5,3,19,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,0.12889457959880496,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.0009845213,0,0
53,11,3,320,1,999,0,-0.1,93.2,-42.0,4.286,5195.8,1,0,0.10278093999024232,1,0,0,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.8855828,0,0
28,7,3,359,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,0.08108874397504962,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.57769746,0,0
50,8,1,67,6,999,0,1.4,93.444,-36.1,4.97,5228.1,6,0,0.12889457959880496,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.0012179172,0,0
54,6,5,431,2,999,0,1.4,94.465,-41.8,4.967,5228.1,2,0,0.10278093999024232,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,0,1,0,0.43616638,0,0
40,8,2,370,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1,0,0.10278093999024232,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.994728,0,0
51,5,5,1002,4,999,0,-1.8,92.893,-46.2,1.25,5099.1,4,0,0.12889457959880496,0,1,0,0,0.22746642213711635,0,0,1,0,0,1,1,0,0,0.00080204615,1,1
47,5,1,140,2,999,0,1.1,93.994,-36.4,4.857,5191.0,2,0,0.06839341131534972,0,1,0,0,0.14631317762554616,0,0,1,1,0,0,0,1,0,0.11536269,0,0
27,7,4,14,23,999,0,1.4,93.918,-42.7,4.968,5228.1,23,0,0.12889457959880496,0,0,1,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.0005243859,0,0
35,5,4,406,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,0,0.06839341131534972,0,1,0,0,0.05601704514806624,0,0,1,1,0,0,1,0,0,0.9804874,0,0
35,5,1,424,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,2,0,0.12889457959880496,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.031495098,0,0
36,10,3,447,2,999,0,-3.3405956726586186,92.47288005077567,-27.805915991956063,0.7470199915373877,5018.391064910121,2,0,0.12889457959880496,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.9926117,1,1
28,5,1,51,6,999,0,-1.8,92.893,-46.2,1.299,5099.1,6,0,0.06839341131534972,0,1,0,0,0.05601704514806624,0,0,1,1,0,0,1,0,0,0.9421935,0,0
35,4,2,265,2,2,1,-1.8,92.96519474705268,-46.55700699091987,1.3583634187779094,5099.1,3,1,0.0820340648013429,0,0,0,0,0.1391880583289094,0,0,1,0,0,0,1,0,1,0.8973057,1,1
34,7,5,49,5,999,0,1.4,93.918,-42.7,4.957,5228.1,5,0,0.12889457959880496,0,0,1,0,0.22746642213711635,0,0,1,1,0,0,1,0,0,0.0014566442,0,0
31,5,5,232,3,999,0,1.1,93.994,-36.4,4.864,5191.0,3,0,0.06839341131534972,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.0013747142,0,0
24,5,1,314,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1,0,0.08108874397504962,0,0,1,0,0.12835104374561734,0,0,1,1,0,0,0,1,0,0.8343921,0,0
27,7,2,153,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1,0,0.06839341131534972,0,0,1,0,0.05601704514806624,1,0,0,0,0,1,1,0,0,0.0029607601,0,0
34,5,4,95,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,0,0.3310626702997275,0,0,1,0,0.10345757592103134,1,0,0,1,0,0,0,1,0,0.9992778,0,0
40,6,2,240,5,999,0,1.4,94.465,-41.8,4.864,5228.1,5,0,0.06839341131534972,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.00055457687,0,0
26,7,4,452,1,999,0,-2.9,92.57161554082876,-35.97189774775639,1.065335026212731,5076.2,1,0,0.23273375130571083,0,0,1,0,0.26074561788104533,0,0,1,0,0,0,1,0,0,0.00044033796,1,1
29,7,1,170,2,999,0,-1.7,94.1685252581371,-39.805587852522244,0.8784050065071218,4991.6,2,0,0.12889457959880496,0,1,0,0,0.29588974594098927,0,0,0,1,0,0,1,0,0,0.0024032132,1,1
41,5,3,551,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,0.10278093999024232,0,0,1,0,0.29588974594098927,1,0,0,1,0,0,0,1,0,0.0005143363,0,0
49,11,1,192,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,0,0.06839341131534972,1,0,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.0007584297,0,0
50,3,2,381,1,999,0,-1.8,92.95817016004945,-48.56037299938192,1.5895952957670119,5099.1,1,0,0.11309500368542708,0,1,0,0,0.1411284769937854,0,0,0,1,0,0,0,0,0,0.9438068,1,1
34,8,5,78,1,999,0,-2.9,92.201,-31.4,0.881,5076.2,1,0,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.003469881,0,0
52,7,2,105,7,999,0,1.4,93.918,-42.7,4.961,5228.1,7,0,0.09706774519716886,0,1,0,0,0.10345757592103134,0,0,1,0,0,1,1,0,0,0.0006745845,0,0
55,11,5,54,4,999,0,-0.1,93.2,-42.0,4.021,5195.8,4,0,0.10278093999024232,0,0,1,0,0.12835104374561734,0,0,1,0,0,1,0,1,0,0.00086878607,0,0
32,5,5,395,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,0.12889457959880496,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,0,1,0,0.0036848441,0,0
27,5,3,1328,1,999,0,1.1,93.994,-36.4,4.859,5191.0,1,0,0.12889457959880496,0,0,1,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.033520576,1,1
