Probabilidad_clase_1,Predicción,Real
0.9992778,1,1
0.00055457687,0,0
0.00044033796,0,0
0.0024032132,0,0
0.0005143363,0,0
0.0007584297,0,0
0.9438068,1,1
0.003469881,0,0
0.0006745845,0,0
0.00086878607,0,0
0.0036848441,0,0
0.033520576,0,0
0.00065063237,0,0
0.56750804,1,0
0.0008743973,0,0
0.9422339,1,1
0.00044699849,0,0
0.017014155,0,0
0.00029402386,0,0
0.0017184468,0,0
0.98240685,1,1
0.04548489,0,0
0.005095949,0,0
0.971714,1,1
0.018328562,0,0
0.0002029229,0,0
0.0011207851,0,0
0.0010064547,0,0
0.00037393603,0,0
0.002627837,0,0
0.077052176,0,0
0.51840544,1,1
0.568485,1,1
0.58688146,1,0
0.0006270814,0,0
0.0009254726,0,0
0.00019815227,0,0
0.28831208,0,0
0.9954621,1,1
0.0011205603,0,0
0.00018947717,0,0
0.00022183434,0,0
0.00065117236,0,0
0.9992962,1,1
0.24326229,0,0
0.4489727,0,1
0.0028892362,0,0
0.0009505248,0,0
0.04402736,0,0
0.99754226,1,1
0.9763941,1,1
0.0010665425,0,0
0.39043534,0,1
0.0003652488,0,0
0.11412921,0,1
0.000289315,0,0
0.95529425,1,1
0.0013084867,0,0
0.0007225544,0,0
0.0006303744,0,0
0.0002211069,0,0
0.038030364,0,0
0.7339975,1,1
0.00017384939,0,0
0.00066876994,0,0
0.6531535,1,1
0.30908132,0,1
0.0002353644,0,0
0.000984073,0,0
0.00047358678,0,0
0.28000548,0,0
0.0010556359,0,0
0.015956651,0,0
0.0014864008,0,0
0.9361194,1,1
0.015516695,0,0
0.004837497,0,0
0.0015906541,0,0
0.5985039,1,0
0.35564443,0,0
0.43179777,0,0
0.0014156481,0,0
0.0006552775,0,0
0.001199525,0,0
0.9659779,1,1
0.0053427718,0,0
0.0064632935,0,0
0.0014468376,0,0
0.0008284856,0,0
0.59405994,1,0
0.9989716,1,1
0.029254733,0,0
0.2007561,0,0
0.9992487,1,1
0.008560961,0,0
0.009236918,0,0
0.6635352,1,0
0.81348455,1,0
0.0009106593,0,0
0.0015333908,0,0
0.99918455,1,1
0.15157928,0,0
0.77636987,1,1
0.660005,1,1
0.8279718,1,1
0.7500368,1,1
0.0074374382,0,0
0.00046299509,0,0
0.0018027278,0,0
0.00041722547,0,0
0.0008293797,0,0
0.03884912,0,0
0.00012552421,0,0
0.70887893,1,0
0.52251256,1,1
0.0004264261,0,0
0.0005478865,0,0
0.0048919474,0,0
0.0026145966,0,0
0.07540058,0,0
0.04308789,0,0
0.0025696114,0,0
0.0016808569,0,0
0.34927568,0,0
0.0012634866,0,0
0.007133833,0,0
0.014165286,0,0
0.43377912,0,1
0.58245945,1,0
0.0007234418,0,0
0.031260576,0,0
0.0090045985,0,0
0.035925772,0,0
0.0038587165,0,0
0.0007679226,0,0
0.44910604,0,0
0.60172015,1,1
0.9974138,1,1
0.023445198,0,0
0.9929162,1,1
0.00045986142,0,0
0.00017023075,0,0
0.5888673,1,1
0.3794411,0,0
0.27748385,0,0
0.5225163,1,1
0.0005709836,0,0
0.1636119,0,1
0.0006762362,0,0
0.00036920665,0,0
0.3996444,0,0
0.20096907,0,0
0.0009864781,0,0
0.00170681,0,0
0.00061137613,0,0
0.0044368687,0,0
0.57319885,1,0
0.009024018,0,0
0.0018322129,0,0
0.00067376625,0,0
0.5507723,1,1
0.18326446,0,0
0.006459633,0,1
0.00094761676,0,0
0.03949943,0,0
0.0035260578,0,0
0.00045812968,0,0
0.00030485124,0,0
0.04607364,0,0
0.9964701,1,1
0.58626026,1,0
0.01929915,0,0
0.004381105,0,0
0.17476173,0,0
0.00094368757,0,0
0.000923926,0,0
0.320305,0,0
0.034823608,0,0
0.0009354241,0,0
0.0006263661,0,0
0.00029700296,0,0
0.9799499,1,1
0.019274667,0,0
0.11398328,0,0
0.0012736497,0,0
0.7291901,1,0
0.0005293455,0,0
0.12915179,0,0
0.00025807752,0,0
0.060701378,0,0
0.00036181693,0,0
0.0033249503,0,0
0.0005935588,0,0
0.03607836,0,0
0.99961805,1,1
0.042382237,0,0
0.00069828157,0,0
0.001061227,0,0
0.0015727804,0,0
0.017293457,0,0
0.004344675,0,0
0.035901617,0,0
0.004313121,0,0
0.0007854713,0,0
0.9899663,1,1
0.00042339528,0,0
0.5900173,1,0
0.06229774,0,0
0.0011472999,0,0
0.99970883,1,1
0.06112827,0,0
0.0077726925,0,0
0.91715413,1,1
0.57732004,1,1
0.34263355,0,0
0.12631494,0,0
0.010968414,0,0
0.93179405,1,1
0.0010005191,0,0
0.0007069952,0,0
0.0011598992,0,0
0.0015416325,0,0
0.0011587881,0,0
0.0064539337,0,0
0.9980129,1,1
0.0016288947,0,0
0.009187854,0,0
0.0009863818,0,0
0.26841515,0,1
0.06342992,0,0
0.24145707,0,0
0.048959255,0,0
0.0013926253,0,0
0.00012621327,0,0
0.0010361405,0,0
0.9831603,1,1
0.9841934,1,1
0.9901564,1,1
0.96286005,1,1
0.00034521255,0,0
0.0014693547,0,0
0.0006380204,0,0
0.00090152404,0,0
0.0041840337,0,0
0.9996024,1,1
0.00015038963,0,0
0.013424995,0,0
0.99986804,1,1
0.01433476,0,0
0.9983315,1,1
0.0015832781,0,0
0.9949226,1,1
0.00012421956,0,0
0.0038394548,0,0
0.0023315006,0,0
0.30858266,0,0
0.99914515,1,1
0.7508586,1,1
0.00030204703,0,0
0.9585083,1,1
0.005721592,0,0
0.99888664,1,1
0.00020169378,0,0
0.0020866233,0,0
0.56089264,1,1
0.00047917024,0,0
0.0009329751,0,0
0.9904261,1,1
0.0009871027,0,0
0.9696442,1,1
0.004885297,0,0
0.03345698,0,0
0.17891477,0,0
0.00019654345,0,0
0.028543597,0,0
0.9293141,1,1
0.0008777162,0,0
0.001234371,0,0
0.9994072,1,1
0.045271557,0,0
0.073205024,0,0
0.64498097,1,1
0.54807824,1,1
0.18796368,0,0
0.45441183,0,0
0.78697526,1,1
0.22400731,0,1
0.19769177,0,0
0.0040847007,0,0
0.0004206454,0,0
0.00097643083,0,0
0.0007876517,0,0
0.005090802,0,0
0.2478792,0,1
0.00064911426,0,0
0.012236543,0,0
0.82901675,1,1
0.7708788,1,1
0.007256626,0,0
0.00045988048,0,0
0.108379714,0,0
0.0006373042,0,0
0.0020298567,0,0
0.13359895,0,0
0.99650276,1,1
0.00076249335,0,0
0.0025317182,0,0
0.00071386027,0,0
0.6490857,1,0
0.00017715091,0,0
0.0019589132,0,0
0.794576,1,1
0.94660854,1,1
0.9582844,1,1
0.0004051198,0,0
0.0005731933,0,0
0.00018349284,0,0
0.0013461591,0,0
0.00027627748,0,0
0.00047484366,0,0
0.0014454755,0,0
0.07256562,0,0
0.1060701,0,0
0.64841086,1,0
0.032425717,0,0
0.50762016,1,1
0.047976937,0,0
0.00085295184,0,0
0.0005139114,0,0
0.0017220202,0,0
0.00045130635,0,0
0.037022866,0,0
0.0005643662,0,0
0.00044142373,0,0
0.014436675,0,0
0.95868325,1,1
0.006510324,0,0
0.09020882,0,0
0.9984848,1,1
0.00077502057,0,0
0.00027837604,0,0
0.0011183673,0,0
0.8662479,1,1
0.00014503486,0,0
0.0006625345,0,0
0.00030246054,0,0
0.058448154,0,0
0.0009234815,0,0
0.00039037436,0,0
0.05733642,0,1
0.0010593423,0,0
0.0002523481,0,0
0.27554202,0,0
0.7187637,1,1
0.00067516335,0,0
0.00084655115,0,0
0.008720472,0,0
0.603387,1,0
0.0029239892,0,0
0.011273348,0,0
0.00016264193,0,0
0.003953439,0,0
0.0007794311,0,0
0.9996043,1,1
0.9998486,1,1
0.0014227071,0,0
0.0004447944,0,0
0.906115,1,1
0.9551832,1,1
0.17517692,0,0
0.0007727124,0,0
0.99495894,1,1
0.0014501839,0,0
0.0023760104,0,0
0.9969273,1,1
0.1319097,0,0
0.8601443,1,1
0.9793634,1,1
0.97729903,1,1
0.55033755,1,1
0.00038475142,0,0
0.9738895,1,1
0.0049433606,0,0
0.00052064774,0,0
0.845819,1,1
0.9937118,1,1
0.09604238,0,0
0.011243193,0,0
0.022240888,0,0
0.013908577,0,0
0.009107296,0,0
0.107463315,0,1
0.85924923,1,1
0.96136713,1,1
0.038208622,0,0
0.0017062617,0,0
0.0009346081,0,0
0.13275962,0,1
0.0006230955,0,0
0.0001807785,0,0
0.00022909458,0,0
0.93068653,1,1
0.00063742115,0,0
0.0006625045,0,0
0.00027431053,0,0
0.00028023557,0,0
0.6542169,1,1
0.00079486973,0,0
0.0006025611,0,0
0.10008043,0,1
0.0066806767,0,0
0.99913377,1,1
0.0048028533,0,0
0.004697086,0,0
0.00062785344,0,0
0.000877408,0,0
0.0008341789,0,0
0.001051467,0,0
0.0007255348,0,0
0.0062675383,0,0
0.065118514,0,0
0.006124906,0,0
0.0019088719,0,0
0.0004822844,0,0
0.04307622,0,0
0.00041920788,0,0
0.6919958,1,1
0.99887305,1,1
0.012563979,0,0
0.0055521224,0,0
0.0008126636,0,0
0.00036808415,0,0
0.03728471,0,0
0.00077340147,0,0
0.5340435,1,0
0.99917823,1,1
0.0092756655,0,0
0.3446299,0,1
0.19472562,0,0
0.00071669294,0,0
0.023426428,0,0
0.036413163,0,0
0.9674289,1,1
0.76551205,1,1
0.067676835,0,0
0.13962471,0,0
0.000549492,0,0
0.014393986,0,0
0.99903035,1,1
0.001396631,0,0
0.00042639844,0,0
0.005357644,0,0
0.00056057156,0,0
0.00020837285,0,0
0.11779622,0,1
0.724506,1,0
0.9348034,1,1
0.38977194,0,1
0.0043547507,0,0
0.103604175,0,0
0.008386673,0,0
0.0080348635,0,0
0.065810055,0,0
0.00082504994,0,0
0.056343466,0,0
0.118984014,0,0
0.00018253204,0,0
0.011780968,0,0
0.00034014307,0,0
0.0035510273,0,0
0.9473735,1,0
0.9922293,1,1
0.0063299746,0,0
0.0013392626,0,0
0.0007701853,0,0
0.053537138,0,0
0.0040328167,0,0
0.4698232,0,1
0.0008899803,0,0
0.16981961,0,0
0.012681644,0,0
0.93652874,1,1
0.005009866,0,0
0.9998851,1,1
0.36750898,0,0
0.49858448,0,1
0.0020824238,0,0
0.011676595,0,0
0.00039000149,0,0
0.00034410722,0,0
0.007814133,0,0
0.011754844,0,0
0.0008640078,0,0
0.007196782,0,0
0.6239626,1,0
0.0012028454,0,0
0.99354196,1,1
0.0039576716,0,0
0.0026915106,0,0
0.022383597,0,0
0.105248764,0,0
0.8738955,1,1
0.0001390305,0,0
0.021223487,0,0
0.0006165278,0,0
0.00076706725,0,0
0.0017161922,0,0
0.01932955,0,0
0.02179333,0,0
0.4763008,0,0
0.00052567455,0,0
0.00093898835,0,0
0.003516598,0,0
0.27305758,0,0
0.8436791,1,1
0.0040002554,0,0
0.027065158,0,0
0.6981337,1,1
0.00074388005,0,0
0.23306175,0,0
0.98731124,1,1
0.081112124,0,0
0.021387743,0,0
0.3897431,0,1
0.00083787635,0,0
0.0007919107,0,0
0.009091229,0,0
0.16410778,0,0
0.00060017104,0,0
0.0077568064,0,0
0.00031253687,0,0
0.0009165709,0,0
0.0005359741,0,0
0.0364595,0,0
0.0011771909,0,0
0.9998135,1,1
0.00076997105,0,0
0.0013963677,0,0
0.9969496,1,1
0.9873426,1,1
0.70500535,1,1
0.0019302829,0,0
0.00090043596,0,0
0.73269963,1,1
0.0011291192,0,0
0.275123,0,0
0.0007662329,0,0
0.003930192,0,0
0.0013680044,0,0
0.9536387,1,1
0.0038925903,0,0
0.9565002,1,1
0.00068890967,0,0
0.0019143951,0,0
0.9986308,1,1
0.00021417979,0,0
0.00080256717,0,0
0.0012235898,0,0
0.00028117225,0,0
0.0005563942,0,0
0.0003873251,0,0
0.005759236,0,0
0.000965702,0,0
0.0008794256,0,0
0.20023589,0,0
0.4627599,0,1
0.03199332,0,0
0.00043468332,0,0
0.00078555173,0,0
0.15691856,0,0
0.014271278,0,0
0.99492234,1,1
0.015623374,0,0
0.0021396943,0,0
0.0005341491,0,0
0.0008856399,0,0
0.00047695462,0,0
0.0014580999,0,0
0.42786166,0,1
0.00026150004,0,0
0.0014342422,0,0
0.0733668,0,0
0.17435017,0,0
0.85303307,1,1
0.2170655,0,0
0.0011485509,0,0
0.110877,0,0
0.0012000576,0,0
0.9354875,1,1
0.060552303,0,0
0.0013073089,0,0
0.0012457791,0,0
0.0025702494,0,0
0.00034254137,0,0
0.8449749,1,0
0.00453249,0,0
0.026909538,0,0
0.00093487307,0,0
0.0074591073,0,0
0.00015595886,0,0
0.5835964,1,0
0.99954396,1,1
0.707185,1,0
0.5490193,1,1
0.087747164,0,0
0.20959358,0,0
0.00031587417,0,0
0.77477604,1,0
0.6054137,1,1
0.0024828424,0,0
0.00055029814,0,0
0.0039370656,0,0
0.088587806,0,0
0.00028988434,0,0
0.0017772,0,0
0.027812347,0,0
0.0012229815,0,0
0.00039443668,0,0
0.47729552,0,1
0.0016113399,0,0
0.0010948151,0,0
0.0042381887,0,0
0.023736,0,1
0.10372836,0,0
0.9319502,1,1
0.0598641,0,0
0.9979386,1,1
0.0006620703,0,0
0.43440154,0,1
0.0067226323,0,0
0.29035074,0,0
0.00021361119,0,0
0.038734242,0,0
0.036419053,0,0
0.8561029,1,1
0.0033177335,0,0
0.9503616,1,1
0.00051813206,0,0
0.00086437754,0,0
0.0015515131,0,0
0.2208251,0,0
0.0003876117,0,0
0.0003979283,0,0
0.009240859,0,0
0.6405411,1,1
0.051011823,0,0
0.894596,1,1
0.43253738,0,0
0.0003707618,0,0
0.00439744,0,0
0.008465476,0,0
0.002611625,0,0
0.00020163148,0,0
0.00140334,0,0
0.18970692,0,0
0.0020942749,0,0
0.0007425977,0,0
0.9832606,1,1
0.00064885477,0,0
0.00023716786,0,0
0.056267913,0,0
0.00015963161,0,0
0.88653594,1,1
0.0004045328,0,0
0.022106856,0,0
0.99767417,1,1
0.00054670987,0,0
0.0060311067,0,0
0.0004321247,0,0
0.8684047,1,1
0.00014723213,0,0
0.31795993,0,1
0.0005170982,0,0
0.001994668,0,0
0.001164545,0,0
0.9926421,1,1
0.97577333,1,1
0.006119376,0,0
0.0021401036,0,0
0.4874862,0,0
0.960742,1,1
0.0011600576,0,0
0.00081539707,0,0
0.93322945,1,1
0.0002491408,0,0
0.9731861,1,1
0.00042688038,0,0
0.0006655735,0,0
0.0002649005,0,0
0.0003388783,0,0
0.00064441486,0,0
0.23060192,0,0
0.8200621,1,0
0.00017631457,0,0
0.0018984716,0,0
0.00023457222,0,0
0.0009859467,0,0
0.00018449636,0,0
0.00020365987,0,0
0.0048145596,0,0
0.0004719887,0,0
0.0008649963,0,0
0.0009113959,0,0
0.391848,0,0
0.11335513,0,1
0.00048129383,0,0
0.0004049553,0,0
0.0010457749,0,0
0.00022119125,0,0
0.16960701,0,1
0.40848917,0,0
0.00031424317,0,0
0.15897812,0,0
0.00046825796,0,0
0.0055383155,0,0
0.97583735,1,1
0.039777197,0,0
0.12655506,0,0
0.3730537,0,0
0.00078520674,0,0
0.1680481,0,0
0.001290026,0,0
0.027534535,0,0
0.0004435614,0,0
0.0007800099,0,0
0.00091803964,0,0
0.0042519313,0,0
0.99937123,1,1
0.00043211214,0,0
0.9244456,1,0
0.00047410798,0,0
0.12976454,0,0
0.99896646,1,1
0.9992768,1,1
0.011998173,0,0
0.0053747194,0,0
0.00042403207,0,0
0.0002378368,0,0
0.00024307266,0,0
0.00021010233,0,0
0.041531917,0,0
0.76743335,1,0
0.009453814,0,0
0.0019265139,0,0
0.021107618,0,0
0.007903425,0,0
0.00019868107,0,0
0.06817352,0,0
0.009319121,0,0
0.0011224995,0,0
0.0023402136,0,0
0.2646923,0,0
0.43515795,0,0
0.004065658,0,0
0.58120805,1,1
0.3606653,0,0
0.00017255676,0,0
0.0010495145,0,0
0.001839826,0,0
0.13241254,0,0
0.010277979,0,0
0.00049079425,0,0
0.97263587,1,1
0.0012404888,0,0
0.81768966,1,1
0.42597777,0,0
0.0920282,0,0
0.4456226,0,0
0.039973743,0,0
0.00046221766,0,0
0.05036703,0,0
0.0008118969,0,0
0.00077538396,0,0
0.17883982,0,0
0.0005988594,0,0
0.0080383,0,0
0.99984837,1,1
0.44537038,0,0
0.0015141743,0,0
0.010597233,0,0
0.00042273873,0,0
0.0005659849,0,0
0.0006834451,0,0
0.0005402775,0,0
0.3336188,0,1
0.0041044876,0,0
0.00045525018,0,0
0.00073569483,0,0
0.54570454,1,1
0.0039658267,0,0
0.01710009,0,0
0.99671966,1,1
0.674149,1,1
0.00013665584,0,0
0.22844376,0,0
0.29807633,0,1
0.30818462,0,1
0.014547099,0,0
0.009311993,0,0
0.0015586829,0,0
0.00045841752,0,0
0.0008081206,0,0
0.9930779,1,1
0.90510315,1,1
0.5723581,1,1
0.00052603165,0,0
0.0004436913,0,0
0.0012291676,0,0
0.74890333,1,0
0.20451978,0,0
0.0065483847,0,0
0.0012300349,0,0
0.45886457,0,0
0.0004088696,0,0
0.6309623,1,1
0.0015611597,0,0
0.00040750825,0,0
0.004705109,0,0
0.6192935,1,0
0.0007820179,0,0
0.008138754,0,0
0.0008780897,0,0
0.027550269,0,0
0.09154593,0,1
0.87705386,1,1
0.0015239328,0,0
0.010454212,0,0
0.808362,1,1
0.0005730781,0,1
0.9710273,1,1
0.044221386,0,0
0.80167633,1,0
0.55397296,1,1
0.78708917,1,1
0.00018988138,0,0
0.5226928,1,0
0.99958414,1,1
0.8918394,1,1
0.92116404,1,1
0.5652878,1,1
0.01929697,0,0
0.0021370335,0,0
0.00061163027,0,0
0.07249527,0,0
0.49855033,0,1
0.83492416,1,1
0.0007797576,0,0
0.004565442,0,0
0.8339248,1,1
0.0008822242,0,0
0.59159327,1,1
0.010709685,0,0
0.6546925,1,0
0.013680094,0,0
0.99876297,1,1
0.000747873,0,0
0.034403246,0,0
0.4511215,0,1
0.23953195,0,0
0.06273633,0,0
0.99350727,1,1
0.030914892,0,0
0.01618152,0,0
0.039526243,0,0
0.13584317,0,0
0.0032402556,0,0
0.9999101,1,1
0.0086216675,0,0
0.24491948,0,0
0.00051203114,0,0
0.0012315519,0,0
0.046575863,0,0
0.004527024,0,0
0.0053267856,0,0
0.32570368,0,0
0.9385723,1,1
0.0001735382,0,0
0.003929854,0,0
0.0011437034,0,0
0.0050243028,0,0
0.00013133965,0,0
0.0002522252,0,0
0.9996131,1,1
0.0027735862,0,0
0.9970842,1,1
0.37553555,0,0
0.99937916,1,1
0.42290416,0,0
0.0006229737,0,0
0.046571128,0,0
0.37508023,0,1
0.0022145135,0,0
0.00057296746,0,0
0.00071331183,0,0
0.99843997,1,1
0.0007695386,0,0
0.00017501546,0,0
0.0010377716,0,0
0.024798587,0,0
0.90439665,1,1
0.99907374,1,1
0.028590022,0,0
0.5733691,1,0
0.9910363,1,1
0.0012819531,0,0
0.00024089124,0,0
0.98886615,1,1
0.0007612363,0,0
0.99262893,1,1
0.9896527,1,1
0.6163028,1,1
0.0014861121,0,0
0.5585584,1,1
0.40202674,0,1
0.0010056793,0,0
0.031223034,0,0
0.0008905737,0,0
0.4104745,0,0
0.00042499942,0,0
0.000419277,0,0
0.0059543788,0,0
0.0006026587,0,0
0.0001833414,0,0
0.0008405977,0,0
0.07858572,0,0
0.9660335,1,1
0.0016427321,0,0
0.0007338169,0,0
0.0005738977,0,0
0.6341325,1,1
0.20617926,0,1
0.0009331578,0,0
0.7605204,1,1
0.16598146,0,1
0.00066454004,0,0
0.00020360551,0,0
0.99822897,1,1
0.00040089877,0,0
0.002043248,0,0
0.0008947107,0,0
0.14209425,0,0
0.00017421645,0,0
0.0021469074,0,0
0.00014335237,0,0
0.00020984188,0,0
0.001185189,0,0
0.0006131159,0,0
0.00046550363,0,0
0.00018081538,0,0
0.0037767426,0,0
0.0009498699,0,0
0.007644662,0,0
0.0013644489,0,0
0.09025421,0,1
0.00042103935,0,0
0.0024614085,0,0
0.07553756,0,0
0.035554614,0,0
0.0008761737,0,0
0.68060863,1,1
0.036852047,0,0
0.000551299,0,0
0.0006191886,0,0
0.00062670675,0,0
0.004697396,0,0
0.9964784,1,1
0.0006467948,0,0
0.00073795195,0,0
0.00068269117,0,0
0.0005128449,0,0
0.99584997,1,1
0.00016118084,0,0
0.0029287196,0,0
0.00029014674,0,0
0.0015825229,0,0
0.0021750634,0,0
0.11507105,0,0
0.9358215,1,1
0.0011452269,0,0
0.021978548,0,0
0.022308717,0,0
0.1607874,0,0
0.69502115,1,1
0.99578166,1,1
0.6465944,1,0
0.0007021098,0,0
0.5964982,1,1
0.0005066917,0,0
0.0006355276,0,0
0.0005542971,0,0
0.083082885,0,0
0.002133444,0,0
0.000653514,0,0
0.5132066,1,1
0.9193383,1,1
0.08587419,0,0
0.0012645171,0,0
0.0027832123,0,0
0.3986305,0,0
0.0005308125,0,0
0.0069115446,0,0
0.08791673,0,0
0.9921692,1,1
0.13465135,0,1
0.011015051,0,0
0.0012768296,0,0
0.4872865,0,1
0.004360415,0,0
0.9977981,1,1
0.9986953,1,1
0.00065361714,0,0
0.0008066576,0,0
0.0008980844,0,0
0.35976255,0,1
0.9805596,1,1
0.9317194,1,1
0.00093593006,0,0
0.0005588242,0,0
0.00255254,0,0
0.9878957,1,1
0.0003615304,0,0
0.00044648384,0,0
0.00136365,0,0
0.0005738961,0,0
0.03570242,0,0
0.0018507465,0,0
0.14864253,0,1
0.6059543,1,0
0.0025749332,0,0
0.00096498465,0,0
0.99087197,1,1
0.00012419658,0,0
0.00052852853,0,0
0.99929965,1,1
0.0018731626,0,0
0.04196471,0,0
0.0006086044,0,0
0.50126356,1,1
0.00045858428,0,0
0.59269005,1,1
0.00016098378,0,0
0.0033329017,0,0
0.047830727,0,0
0.00092568604,0,0
0.00042863787,0,0
0.9995523,1,1
0.062020626,0,0
0.005503401,0,0
0.25597793,0,0
0.002466644,0,0
0.08803706,0,0
0.9998721,1,1
0.0011908325,0,0
0.00968061,0,0
0.86301166,1,1
0.7603459,1,1
0.9733174,1,1
0.004405204,0,0
0.0012867006,0,0
0.0057491832,0,0
0.009428586,0,0
0.1687301,0,0
0.02777887,0,0
0.001151969,0,0
0.6249274,1,0
0.00082793395,0,0
0.00043337487,0,0
0.34482735,0,0
0.11477019,0,0
0.00051887985,0,0
0.00082569756,0,0
0.9690822,1,1
0.9773538,1,1
0.000550376,0,0
0.05171553,0,0
0.00026427614,0,0
0.0005299799,0,0
0.53535986,1,1
0.0005792547,0,0
0.9942245,1,1
0.5939175,1,1
0.99921775,1,1
0.20468587,0,1
0.5803428,1,0
0.0009886901,0,0
0.74428195,1,1
0.039969333,0,0
0.36173677,0,0
0.12746793,0,0
0.8435162,1,1
0.0017015728,0,0
0.93786806,1,0
0.0014007104,0,0
0.00029602737,0,0
0.043937974,0,0
0.00015168579,0,0
0.000789781,0,0
0.015110212,0,0
0.10348095,0,0
0.004947202,0,0
0.00041816276,0,0
0.2513316,0,0
0.9968154,1,1
0.0060144756,0,0
0.03853907,0,0
0.5795129,1,1
0.006440299,0,0
0.17232431,0,0
0.000308416,0,0
0.0003742563,0,0
0.99818265,1,1
0.030519065,0,0
0.00037988636,0,0
0.27065745,0,0
0.0011952634,0,0
0.0005479556,0,0
0.00019555702,0,0
0.001615303,0,0
0.004174575,0,0
0.0007934992,0,0
0.99424815,1,1
0.0006928057,0,0
0.0014531526,0,0
0.02451349,0,0
0.020709975,0,0
0.021117866,0,0
0.0016000577,0,0
0.5021821,1,0
0.12314095,0,1
0.5370296,1,0
0.00066198,0,0
0.9965402,1,1
0.00085371896,0,0
0.0097229555,0,0
0.9984686,1,1
0.009329326,0,0
0.020832509,0,0
0.0010075037,0,0
0.00028027323,0,0
0.060683295,0,0
0.000518406,0,0
0.9932348,1,1
0.00031485673,0,0
0.2643935,0,0
0.00020700686,0,0
0.005933068,0,0
0.0005428365,0,0
0.00048354638,0,0
0.0003438757,0,0
0.0026545792,0,0
0.99908113,1,1
0.9987766,1,1
0.011196567,0,0
0.0046758135,0,0
0.0013069342,0,0
0.0028104752,0,0
0.9997435,1,1
0.00073966495,0,0
0.99925476,1,1
0.0001748725,0,0
0.0007777673,0,0
0.26342493,0,1
0.0019171295,0,0
0.10753045,0,0
0.03822864,0,0
0.003532316,0,0
0.12335079,0,0
0.0022203708,0,0
0.009810989,0,0
0.0023155867,0,0
0.5753873,1,1
0.98996186,1,1
0.030078843,0,0
0.78789747,1,1
0.0013630379,0,0
0.0342135,0,0
0.00055720465,0,0
0.116220705,0,0
0.00079397345,0,0
0.0011888003,0,0
0.3961899,0,1
0.0002242461,0,0
0.0005879009,0,0
0.024322528,0,0
0.2597583,0,0
0.0009063977,0,0
0.00093074515,0,0
0.00012321315,0,0
0.14063744,0,0
0.08751446,0,0
0.0005952314,0,0
0.9998591,1,1
0.25046256,0,1
0.7787653,1,1
0.00028797923,0,0
0.27934852,0,0
0.004964513,0,0
0.04211775,0,0
0.15546176,0,0
0.00021410729,0,0
0.0007256223,0,0
0.0013031164,0,0
0.0008601676,0,0
0.0010917526,0,0
0.27912867,0,0
0.0018063826,0,0
0.9806167,1,1
0.0010523149,0,0
0.0023522256,0,0
0.00013588206,0,0
0.00077735825,0,0
0.96789515,1,1
0.44147015,0,1
0.0008689691,0,0
0.99867344,1,1
0.0010290713,0,0
0.9950596,1,1
0.007758216,0,0
0.000302989,0,0
0.00064666197,0,0
0.0047868364,0,0
0.026309459,0,0
0.0008650013,0,0
0.00021352811,0,0
0.10341863,0,1
0.00051431695,0,0
0.0015000134,0,0
0.113890134,0,0
0.050250366,0,0
0.63489217,1,1
0.9526645,1,1
0.9065348,1,1
0.0022645397,0,0
0.16032304,0,1
0.8914028,1,1
0.00068845844,0,0
0.00059133343,0,0
0.015352029,0,0
0.8489891,1,1
0.0010204503,0,0
0.029344708,0,0
0.0008013712,0,0
0.024763687,0,0
0.000325492,0,0
0.004446657,0,0
0.009692032,0,0
0.005165562,0,0
0.00071115885,0,0
0.00094928354,0,0
0.0005821596,0,0
0.00075521995,0,0
0.000834271,0,0
0.0009169242,0,0
0.017153218,0,0
0.002011099,0,0
0.0001620679,0,0
0.075205304,0,0
0.24752335,0,0
0.2667823,0,1
0.050081242,0,0
0.0009973575,0,0
0.072491035,0,0
0.012576343,0,0
0.0008406302,0,0
0.08224135,0,0
0.00021908456,0,0
0.005787307,0,0
0.99890494,1,1
0.008999562,0,0
0.3111697,0,1
0.850588,1,0
0.17547739,0,0
0.2713889,0,0
0.003496123,0,0
0.0007731764,0,0
0.00061975745,0,0
0.000113762966,0,0
0.0003837157,0,0
0.00046122278,0,0
0.013292981,0,0
0.0022533261,0,0
0.22917566,0,0
0.7755348,1,1
0.01001548,0,0
0.0013638495,0,0
0.047083553,0,0
0.00035204488,0,0
0.00046594956,0,0
0.0007969434,0,0
0.9698673,1,1
0.20941527,0,0
0.0001357611,0,0
0.0011633376,0,0
0.6654961,1,1
0.08092979,0,0
0.00016280997,0,0
0.0009896043,0,0
0.00022759759,0,0
0.005431851,0,0
0.006096282,0,0
0.00065923313,0,0
0.0002485543,0,0
0.0024625678,0,0
0.00057787384,0,0
0.1631113,0,0
0.0014489575,0,0
0.9957567,1,1
0.001257528,0,0
0.0004982033,0,0
0.67384994,1,1
0.0014261153,0,0
0.20226334,0,1
0.00053720473,0,0
0.00016337028,0,0
0.00042325628,0,0
0.0005895428,0,0
0.00037036985,0,0
0.0006973871,0,0
0.84732574,1,1
0.48234358,0,0
0.0027648031,0,0
0.00018503457,0,0
0.0005620051,0,0
0.7596118,1,1
0.9901128,1,1
0.00062533416,0,0
0.07190256,0,0
0.0008492347,0,0
0.00033792868,0,0
0.01167436,0,0
0.00030779734,0,0
0.33501774,0,0
0.9972602,1,1
0.10364691,0,0
0.016364442,0,0
0.10358547,0,0
0.00021050818,0,0
0.002749346,0,0
0.0008294489,0,0
0.4367431,0,1
